NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
,,,Obama Calls for Overhaul of the Tax Code,President Obama said an all Democratic Congress would have provided a better opportunity to overhaul the tax code.,President Obama said an all Democratic Congress would have provided a better opportunity to overhaul the tax code.,82,19-12-2014 14:17,7953,6,19,14
,,,"Sony's Decision to Pull Movie Is a 'Mistake,' Obama Says",President Obama questioned Sony Pictures decision to pull The Interview after terror threats and a hack of the companys systems.,President Obama questioned Sony Pictures decision to pull The Interview after terror threats and a hack of the companys systems.,51,19-12-2014 14:08,7954,6,19,14
,,,Rejecting the Suggestion That He's a Lame Duck,"President Obama rejected the notion that he was a lame duck, proclaiming that he is energized and excited about the prospects for his final two years in office.","President Obama rejected the notion that he was a lame duck, proclaiming that he is energized and excited about the prospects for his final two years in office.",91,19-12-2014 14:04,7955,6,19,14
,,,Trumpeting America's Economic Gains,"President Obama made the case on Friday that the Untied States is better off than it was before he took office, opening his end of the year news conference by plugging his economic record .","President Obama made the case on Friday that the Untied States is better off than it was before he took office, opening his end of the year news conference by plugging his economic record .",108,19-12-2014 14:02,7956,6,19,14
,,,'America's Resurgence Is Real',"In his opening remarks for his year-end news conference, President Obama claimed American leadership overseas on several fronts: the campaign against the Islamic State, the response to Russian aggression in Ukraine, the effort to stem the Ebola...","In his opening remarks for his year-end news conference, President Obama claimed American leadership overseas on several fronts: the campaign against the Islamic State, the response to Russian aggression in Ukraine, the effort to stem the Ebola outbreak and the historic opening to Cuba.",79,19-12-2014 14:01,7957,6,19,14
Business,Business Day,Dealbook,Morning Agenda: Goldman Promotes Star Deal Maker,Goldman names John E. Waldron co-head of its investment bank. | Regulators deem MetLife too big to fail. | Another big whistle-blower reward in Bank of America case. | London tenants win battle over U.S. equity firm.,Goldman names John E. Waldron co-head of its investment bank. | Regulators deem MetLife too big to fail. | Another big whistle-blower reward in Bank of America case. | London tenants win battle over U.S. equity firm.,2141,19-12-2014 13:56,7958,6,19,13
OpEd,Opinion,,Missouri A.G. Sues Over Issue at Heart of Ferguson Riots,He said 13 St. Louis County municipalities were ignoring a state that sets limits on the revenue derived from traffic fines.,He said 13 St. Louis County municipalities were ignoring a state that sets limits on the revenue derived from traffic fines.,273,19-12-2014 13:53,7959,6,19,13
Science,Health,,"For Hanukkah, Cooking With Oil",The latke tradition is all about oil. This weeks Recipes for Health put the focus on skillet-cooked vegetables.,The latke tradition is all about oil. This weeks Recipes for Health put the focus on skillet-cooked vegetables.,326,19-12-2014 13:45,7960,6,19,13
Business,Business Day,Dealbook,Why the 'Best Places to Work' Often Aren't ,"Few companies recognize that its not the number of hours their people work that determines the value they create, but rather the energy they bring to the hours they work.","Few companies recognize that its not the number of hours their people work that determines the value they create, but rather the energy they bring to the hours they work.",815,19-12-2014 13:38,7961,6,19,13
Business,Technology,,"Rent the Runway, a Designer Fashion Start-Up, Raises $60 Million","Investors are bullish on the companys prospects, particularly its new subscription-based, Netflix-like business model.","Investors are bullish on the companys prospects, particularly its new subscription-based, Netflix-like business model.",583,19-12-2014 13:37,7962,6,19,13
,,,Rikers Island: A Reflection on High-Impact Journalism,"The Times reporters Michael Winerip and Michael Shwirtz, who have been covering Rikers Island, reflect on news that federal prosecutors plan to sue the New York City in connection with conditions at the jail complex.","The Times reporters Michael Winerip and Michael Shwirtz, who have been covering Rikers Island, reflect on news that federal prosecutors plan to sue the New York City in connection with conditions at the jail complex.",336,19-12-2014 13:34,7963,6,19,13
Business,Business Day,Dealbook,Whistle-Blower Payouts Approach $170 Million in Bank of America Case,The whistle-blowers are collecting payments equal to 16 percent to 17 percent of specific portions of the federal governments $16.65 billion settlement.,The whistle-blowers are collecting payments equal to 16 percent to 17 percent of specific portions of the federal governments $16.65 billion settlement.,492,19-12-2014 13:34,7964,6,19,13
TStyle,,,"By Bartenders, For Bartenders","These spirits, bitters and tools meet the rarefied needs of craft cocktail enthusiasts this season.","These spirits, bitters and tools meet the rarefied needs of craft cocktail enthusiasts this season.",260,19-12-2014 13:30,7965,6,19,13
,,,Obama's News Conference: What to Expect,"President Obama will be giving his final news conference of the year momentarily, before he heads off on his Hawaiian holiday.","President Obama will be giving his final news conference of the year momentarily, before he heads off on his Hawaiian holiday.",134,19-12-2014 13:25,7966,6,19,13
Business,Business Day,Dealbook,"With Oil Falling, Howard Marks Says Oaktree May Shed Some Caution","Oaktree Capital likes to take advantage of disarray and doubt among other investors, and its starting to see some.","Oaktree Capital likes to take advantage of disarray and doubt among other investors, and its starting to see some.",289,19-12-2014 13:21,7967,6,19,13
,,,Rubio and Paul Trade Shots Over Cuba Policy,"A public debate over Cuba policy has broken out between Senators Marco Rubio and Rand Paul, two potential Republican candidates for president in 2016.","A public debate over Cuba policy has broken out between Senators Marco Rubio and Rand Paul, two potential Republican candidates for president in 2016.",107,19-12-2014 13:12,7968,6,19,13
OpEd,Opinion,,No Comment Necessary: Rand Paul Trolls Marco Rubio Over Cuba,The libertarian senator baited the Republican senator on Twitter.,The libertarian senator baited the Republican senator on Twitter.,106,19-12-2014 13:12,7969,6,19,13
Travel,Travel,,"The Berlin Wall, by App",The digital application Timetraveler integrates historic content about the Berlin Wall into live camara view of a mobile device.,The digital application Timetraveler integrates historic content about the Berlin Wall into live camara view of a mobile device.,187,19-12-2014 13:11,7970,6,19,13
Business,Business Day,Dealbook,Regulators Explain 'Too Big to Fail' Decision on MetLife,"The Financial Stability Oversight Council said it deemed MetLife systemically important because of its size, leverage and interconnectedness with other financial institutions.","The Financial Stability Oversight Council said it deemed MetLife systemically important because of its size, leverage and interconnectedness with other financial institutions.",655,19-12-2014 13:04,7971,6,19,13
Business,Business Day,Dealbook,A Food Deal That Swims Against the Tide,"Thai Unions  $1.51 billion purchase of Bumble Bee Seafoods shows a focused, low-key approach to acquisitions that has lessons for others, says Una Galani of Reuters Breakingviews.","Thai Unions  $1.51 billion purchase of Bumble Bee Seafoods shows a focused, low-key approach to acquisitions that has lessons for others, says Una Galani of Reuters Breakingviews.",355,19-12-2014 12:58,7972,6,19,12
Business,,,Today in Small Business: Fracking and Gambling,The minimum wage is set to rise in 21 states by New Years Day. Amazon Prime Now delivered candy to a blogger in 23 minutes. Nebraska and Oklahoma sue Colorado to stop marijuana legalization.,The minimum wage is set to rise in 21 states by New Years Day. Amazon Prime Now delivered candy to a blogger in 23 minutes. Nebraska and Oklahoma sue Colorado to stop marijuana legalization.,473,19-12-2014 12:48,7973,6,19,12
Culture,,,European Films Dominate Foreign-Language Shortlist,"Six of the nine choices are from the continent, but dont count out Timbuktu from Mauritania.","Six of the nine choices are from the continent, but dont count out Timbuktu from Mauritania.",204,19-12-2014 12:46,7974,6,19,12
Foreign,,,"1964: Mink, Dior Originals Ruined ",Highlights from the International Herald Tribune archives: Luxury goods worth $5 million were destroyed in a fire at a Dallas department store in 1964.,Highlights from the International Herald Tribune archives: Luxury goods worth $5 million were destroyed in a fire at a Dallas department store in 1964.,153,19-12-2014 12:45,7975,6,19,12
TStyle,,,"Puma Hires Rihanna, Kate Middleton Goes Casual and Hedi Slimane for Gucci?","Plus, American Apparel ditches Dov Charney, NYFW needs a new home and more from the week in style.","Plus, American Apparel ditches Dov Charney, NYFW needs a new home and more from the week in style.",486,19-12-2014 12:30,7976,6,19,12
,,,President's End-of-the-Year News Conference,"President Obama will hold question-and-answer session later today, scheduled for 1:30 p.m. Eastern time. It is the first time Mr. Obama will face reporters at the White House since Nov. 5","President Obama will hold question-and-answer session later today, scheduled for 1:30 p.m. Eastern time. It is the first time Mr. Obama will face reporters at the White House since Nov. 5",53,19-12-2014 12:24,7977,6,19,12
Science,Health,,"Dementia, but Prettier","Julianne Moore gives a wonderful performance in Still Alice, but the film skirts the truth about dementia.","Julianne Moore gives a wonderful performance in Still Alice, but the film skirts the truth about dementia.",538,19-12-2014 12:06,7978,6,19,12
Styles,U.S.,,Why We Don't Do the Naughty List,"I understand why the naughty list helps some parents. But for my anxious daughter, its the opposite of Christmas magic. Bless the mall Santa who understood that.","I understand why the naughty list helps some parents. But for my anxious daughter, its the opposite of Christmas magic. Bless the mall Santa who understood that.",643,19-12-2014 12:03,7979,6,19,12
Business,Business Day,Dealbook,Goldman Adds Two Directors to Expanded Board,Mark A. Flaherty and Mark O. Winkelman will serve on a board that now has 14 members.,Mark A. Flaherty and Mark O. Winkelman will serve on a board that now has 14 members.,116,19-12-2014 11:49,7980,6,19,11
,,,U.S. Companies Scout Business Opportunities in Cuba: Reporter's Notebook,"Julie Creswell offers an inside look at the reporting behind her article, U.S. Companies Clamor to Do Business in New Cuban Market.","Julie Creswell offers an inside look at the reporting behind her article, U.S. Companies Clamor to Do Business in New Cuban Market.",376,19-12-2014 11:32,7981,6,19,11
Culture,,,Flashback Friday,Remembering when Madonna and Michael Jackson were at the Oscars.,Remembering when Madonna and Michael Jackson were at the Oscars.,56,19-12-2014 11:30,7982,6,19,11
OpEd,Opinion,,Switzerland and the Inflation Hawks,Lets be franc about monetary policy.,Lets be franc about monetary policy.,300,19-12-2014 11:13,7983,6,19,11
Styles,U.S.,,"Your Turn: A Weekend Thread, Open for Comments","Welcome to Motherlodes weekly open thread. Do you have thoughts about the news this week, and how it affects families? A question to ask? A rant to share? This is your place. Go.","Welcome to Motherlodes weekly open thread. Do you have thoughts about the news this week, and how it affects families? A question to ask? A rant to share? This is your place. Go.",33,19-12-2014 11:11,7984,6,19,11
,,,State of the Union Address Is Set for Jan. 20,Speaker John A. Boehner has invited President Obama to address the country on Jan. 20 and give a State of the Union speech before a joint session of the new Republican-controlled Congress.,Speaker John A. Boehner has invited President Obama to address the country on Jan. 20 and give a State of the Union speech before a joint session of the new Republican-controlled Congress.,133,19-12-2014 11:02,7985,6,19,11
OpEd,Opinion,,Secret Cabals of the Elite,Henry Kissinger meets Big Bird.,Henry Kissinger meets Big Bird.,168,19-12-2014 10:57,7986,6,19,10
Business,Business Day,Dealbook,Citigroup Says Instagram Is Worth $35 Billion,"Facebooks $1 billion acquisition of the photo-sharing app now looks like quite the bargain, according to a new analysis.","Facebooks $1 billion acquisition of the photo-sharing app now looks like quite the bargain, according to a new analysis.",422,19-12-2014 10:29,7987,6,19,10
Styles,,,Sneak Peek at the Next Big Fashion Show (Hint: Vanessa Hudgens Is in It),"A revamped version of Gigi, starring Vanessa Hudgens, will have its premiere at the John F. Kennedy Center for the Performing Arts in Washington.","A revamped version of Gigi, starring Vanessa Hudgens, will have its premiere at the John F. Kennedy Center for the Performing Arts in Washington.",483,19-12-2014 10:21,7988,6,19,10
OpEd,Opinion,,How To Survive The Movie Apocalypse,"To save your memories, sometimes its better just not to watch.","To save your memories, sometimes its better just not to watch.",860,19-12-2014 10:12,7989,6,19,10
Culture,,,Oh the Humiliation! Oh the Film Glory!,"In Force Majeure, Swedens Oscar entry, a scene in which a young woman tells the protagonist that he actually isnt that attractive was taken from the directors life.","In Force Majeure, Swedens Oscar entry, a scene in which a young woman tells the protagonist that he actually isnt that attractive was taken from the directors life.",338,19-12-2014 10:00,7990,6,19,10
TStyle,,,T's Top 10 Videos of 2014,"These 10 videos explore the passions, homes and backstories of utterly fascinating subjects.","These 10 videos explore the passions, homes and backstories of utterly fascinating subjects.",14,19-12-2014 10:00,7991,6,19,10
Culture,Arts,,"Video Reviews of 'Annie,' 'Winter Sleep' and 'Mr. Turner'","Times critics review Annie, Winter Sleep and Mr. Turner.","Times critics review Annie, Winter Sleep and Mr. Turner.",16,19-12-2014 09:30,7992,6,19,9
Business,Technology,,"Daily Report: U.S. Weighs Response to Sony Cyberattack, With North Korea Confrontation Possible","White House officials said the hacking episode had become a major concern at the upper levels of government, including President Obama.","White House officials said the hacking episode had become a major concern at the upper levels of government, including President Obama.",198,19-12-2014 09:20,7993,6,19,9
TStyle,,,The Daily Gift: Felt Pouches for Odds and Ends,"Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",93,19-12-2014 09:00,7994,6,19,9
Culture,,,Video: An Artist Finally Gets Her Due in 'Big Eyes',"Margaret Keanes waif paintings were all the rage in the 1960s and 70s, but few knew that she and not Walter Keane was the artist behind them.","Margaret Keanes waif paintings were all the rage in the 1960s and 70s, but few knew that she and not Walter Keane was the artist behind them.",63,19-12-2014 09:00,7995,6,19,9
Metro,N.Y. / Region,,Varmints on Ellis Island,Metropolitan Diary: An Ellis Island tour guide recounted the interest shown by four Texas women who had seen traces of the native wildlife.,Metropolitan Diary: An Ellis Island tour guide recounted the interest shown by four Texas women who had seen traces of the native wildlife.,134,19-12-2014 08:39,7996,6,19,8
Business,Business Day,Dealbook,Thai Union Frozen to Buy Bumble Bee for $1.5 Billion,The deal will add the largest canned seafood producer in North America to a portfolio of brands that already includes Chicken of the Sea.,The deal will add the largest canned seafood producer in North America to a portfolio of brands that already includes Chicken of the Sea.,243,19-12-2014 08:30,7997,6,19,8
,,,Daily Clip Report,"Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.",190,19-12-2014 08:20,7998,6,19,8
Foreign,,,1914: Scandinavian Alliance Formed,Highlights from the International Herald Tribune archives: Three Scandinavian countries concluded an alliance in 1914.,Highlights from the International Herald Tribune archives: Three Scandinavian countries concluded an alliance in 1914.,186,19-12-2014 07:37,7999,6,19,7
,U.S.,Education,Student Crossword | Winter Weather,Test your knowledge of winter weather by playing our crossword.,Test your knowledge of winter weather by playing our crossword.,93,19-12-2014 07:28,8000,6,19,7
Business,Business Day,Dealbook,European Regulator Issues New Guidelines for Online Payments,The European Banking Authority is requiring payment processors to put in place stronger authentication to verify the identities of those buying goods and services online.,The European Banking Authority is requiring payment processors to put in place stronger authentication to verify the identities of those buying goods and services online.,325,19-12-2014 07:20,8001,6,19,7
,,,Today in Politics,"President Obama will hold a news conference before leaving for a two-week vacation in Hawaii, and the questioning will likely center on plans to renew ties with Cuba.","President Obama will hold a news conference before leaving for a two-week vacation in Hawaii, and the questioning will likely center on plans to renew ties with Cuba.",1549,19-12-2014 07:04,8002,6,19,7
Business,Business Day,Small Business,How One Technology Company Managed to Hire a More Diverse Work Force,"Step 1: Think about gender diversity early in your companys formation. If you wait until the company is established, its too late.","Step 1: Think about gender diversity early in your companys formation. If you wait until the company is established, its too late.",765,19-12-2014 07:00,8003,6,19,7
Business,Technology,,Intel Betting on (Customized) Commodity Chips for Cloud Computing,"Next year, half of the chips Intel sells to cloud businesses will be custom. The company is used to selling tens of millions of the same thing, but outfits like Google and Facebook need special features, and pay for them.","Next year, half of the chips Intel sells to cloud businesses will be custom. The company is used to selling tens of millions of the same thing, but outfits like Google and Facebook need special features, and pay for them.",792,19-12-2014 07:00,8004,6,19,7
Metro,N.Y. / Region,,New York Today: Your Last Minute,Friday: Send us your holiday-prep photos. Also: partly sunny skies and a precedent-setting tenant case.,Friday: Send us your holiday-prep photos. Also: partly sunny skies and a precedent-setting tenant case.,1031,19-12-2014 05:58,8005,6,19,5
,Multimedia,,Striking Oil in a Dakota Boomtown,"Wanting to go beyond his usual Middle East haunts, Bryan Denton went looking for someplace exotic for his latest photo essay.","Wanting to go beyond his usual Middle East haunts, Bryan Denton went looking for someplace exotic for his latest photo essay.",531,19-12-2014 05:00,8006,6,19,5
,U.S.,Education,Was Sony Right to Cancel 'The Interview' After Receiving a Threat Against Theaters?,Many in Hollywood expressed dismay that hackers could force a studio to cancel a movie. Does Sonys decision threaten First Amendment freedoms?,Many in Hollywood expressed dismay that hackers could force a studio to cancel a movie. Does Sonys decision threaten First Amendment freedoms?,510,19-12-2014 05:00,8007,6,19,5
,U.S.,Education,Test Yourself | A Makeover for Archie and the Gang,"Here are several paragraphs from a Dec. 14 article, As Archie Nears 75, Riverdale Gets a Youthful Infusion. Can you choose the best word for each blank?","Here are several paragraphs from a Dec. 14 article, As Archie Nears 75, Riverdale Gets a Youthful Infusion. Can you choose the best word for each blank?",45,19-12-2014 04:32,8008,6,19,4
,U.S.,Education,6 Q's About the News | Riches to Rags for New York Teenager Who Now Says His Story Is Hoax,What lessons should be learned from this incident?,What lessons should be learned from this incident?,185,19-12-2014 04:30,8009,6,19,4
Business,Business Day,Dealbook,Chinese Investors Raise Their Bid for Club Med,Fosun International raised its bid for the resort operator just hours before the expiration of a Friday deadline set by the French market regulator.,Fosun International raised its bid for the resort operator just hours before the expiration of a Friday deadline set by the French market regulator.,761,19-12-2014 04:10,8010,6,19,4
Foreign,World,Asia Pacific,"Under Xi, China's Wave of 'Weird Architecture' May Have Peaked ","Ever since President Xi Jinping issued his admonishment against the rise of outlandish and exorbitant buildings across China, government officials, planners and architects have been scrambling to figure out what it means for them.","Ever since President Xi Jinping issued his admonishment against the rise of outlandish and exorbitant buildings across China, government officials, planners and architects have been scrambling to figure out what it means for them.",1041,19-12-2014 04:00,8011,6,19,4
,U.S.,Education,Word of the Day | metaphysical,This word has appeared in 108 New York Times articles in the past year.,This word has appeared in 108 New York Times articles in the past year.,229,19-12-2014 00:01,8012,6,19,0
Metro,N.Y. / Region,,Updates on Fatal Shooting of Two N.Y.P.D. Officers,Coverage of the evenings developments after two police officers were killed in Brooklyn.,Coverage of the evenings developments after two police officers were killed in Brooklyn.,1966,20-12-2014 19:11,8013,7,20,19
Business,Crosswords/Games,,Season's Greetings,Joel Fagliano wishes you good tidings.,Joel Fagliano wishes you good tidings.,314,20-12-2014 18:00,8014,7,20,18
,,,What We're Watching: Sunday Shows,President Obamas announcement to normalize relations with Cuba will dominate conversations on the Sunday shows.,President Obamas announcement to normalize relations with Cuba will dominate conversations on the Sunday shows.,245,20-12-2014 15:33,8015,7,20,15
OpEd,Opinion,,Should We Believe in Santa Claus?,"Yes, Virginia, there is a way to resist utilitarian rationality.","Yes, Virginia, there is a way to resist utilitarian rationality.",1303,20-12-2014 14:30,8016,7,20,14
OpEd,Opinion,,The Pets in My Practice,Who knew animals could be so helpful in psychotherapy?,Who knew animals could be so helpful in psychotherapy?,1096,20-12-2014 14:30,8017,7,20,14
OpEd,Opinion,,More Macro Modeling Meta,Intertemporal tire-kicking.,Intertemporal tire-kicking.,780,20-12-2014 13:12,8018,7,20,13
Business,Crosswords/Games,,Variety: Puns and Anagrams,Forehead slappers by Mel Taub.,Forehead slappers by Mel Taub.,381,20-12-2014 12:00,8019,7,20,12
Culture,Arts,,What's On This Week Around the World,"A James Turrell retrospective, a new production by the choreographer Alexei Ratmansky and orchestral Christmas concerts the world over.","A James Turrell retrospective, a new production by the choreographer Alexei Ratmansky and orchestral Christmas concerts the world over.",924,20-12-2014 11:14,8020,7,20,11
OpEd,Opinion,,The Oz Effect,When good things happen to givers of bad advice.,When good things happen to givers of bad advice.,508,20-12-2014 10:15,8021,7,20,10
TStyle,,,"The Daily Gift: Perfume in a Shell, for the Modern-Day Venus","Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",103,20-12-2014 09:00,8022,7,20,9
Foreign,World,Asia Pacific,Restaurant in Beijing Temple Rejects State Media Censure,"Temple Restaurant Beijing, which serves French-influenced cuisine, has countered that it is a properly licensed business that is open to the public and has not engaged in any illegal operations.","Temple Restaurant Beijing, which serves French-influenced cuisine, has countered that it is a properly licensed business that is open to the public and has not engaged in any illegal operations.",627,21-12-2014 23:46,8023,1,21,23
Metro,N.Y. / Region,,A Few Tips for Christmas Dinner,"Metropolitan Diary: In the crush of the holiday season, an Upper West Sider found that gratuities, while thoughtful, simply couldnt do all the work for him.","Metropolitan Diary: In the crush of the holiday season, an Upper West Sider found that gratuities, while thoughtful, simply couldnt do all the work for him.",288,21-12-2014 23:13,8024,1,21,23
Culture,Arts,,"'The Affair' Recap: In the Finale, an Answer to What Happened Between Noah and Alison","We learned what happened between Noah and Alison, but Scotty Lockharts death remains a mystery.","We learned what happened between Noah and Alison, but Scotty Lockharts death remains a mystery.",812,21-12-2014 23:01,8025,1,21,23
OpEd,Opinion,,Courtesy of the Gravedigger,"After 38 years of raising horses, deciding when and how to euthanize one hasnt gotten any easier.","After 38 years of raising horses, deciding when and how to euthanize one hasnt gotten any easier.",1508,21-12-2014 19:30,8026,1,21,19
,Opinion,Room For Debate,Do We Need the C.I.A.?,Would the security needs of the United States be better served if the agency were dismantled?,Would the security needs of the United States be better served if the agency were dismantled?,2434,21-12-2014 19:02,8027,1,21,19
Business,Crosswords/Games,,"Seen on a Street Corner, Briefly","Lynn Lempel encourages us to hang out on street corners. Also, news about the film The Imitation Game: print out and solve the puzzle Alan Turing created to recruit his Bletchley Park code breakers.","Lynn Lempel encourages us to hang out on street corners. Also, news about the film The Imitation Game: print out and solve the puzzle Alan Turing created to recruit his Bletchley Park code breakers.",797,21-12-2014 18:00,8028,1,21,18
Culture,Arts,,"It's 'Pink Flamingos,' But, You Know, for Kids","You will soon be able to see John Waterss notorious 1972 film, as adapted for a staged reading by children.","You will soon be able to see John Waterss notorious 1972 film, as adapted for a staged reading by children.",237,21-12-2014 17:32,8029,1,21,17
Foreign,World,Asia Pacific,"A Child With H.I.V., Shunned by His Entire Village","More than 200 villagers in the southwestern province of Sichuan, including the boys guardian, have signed a petition unanimously calling for the boys expulsion.","More than 200 villagers in the southwestern province of Sichuan, including the boys guardian, have signed a petition unanimously calling for the boys expulsion.",701,21-12-2014 17:00,8030,1,21,17
Foreign,,,1964: Tempers Flare as Italian Parliament Fails to Elect New President ,"From the International Herald Tribune archives: After failed ninth and 10th rounds of voting, the presidential election became the longest in the 18-year history of the Italian Republic in 1964.","From the International Herald Tribune archives: After failed ninth and 10th rounds of voting, the presidential election became the longest in the 18-year history of the Italian Republic in 1964.",253,21-12-2014 12:45,8031,1,21,12
Culture,Arts,,'Hobbit' Movie Wins Box Office Skirmish,"Last of Middle Earth entries, The Hobbit: The Battle of the Five Armies garners $90.6 million in ticket sales to lead box office take","Last of Middle Earth entries, The Hobbit: The Battle of the Five Armies garners $90.6 million in ticket sales to lead box office take",268,21-12-2014 12:34,8032,1,21,12
Culture,Arts,,Six New Madonna Tracks Released,"Madonna released six tracks from her upcoming album, Rebel Heart, after music she described as unfinished work was leaked last week.","Madonna released six tracks from her upcoming album, Rebel Heart, after music she described as unfinished work was leaked last week.",175,21-12-2014 12:30,8033,1,21,12
,Multimedia,,A Quick Video of a Slow Burn,"What happens when you strike a match. A lot, it turns out. A video reveals swirling streams of hot gas and flame.","What happens when you strike a match. A lot, it turns out. A video reveals swirling streams of hot gas and flame.",150,21-12-2014 09:00,8034,1,21,9
TStyle,,,The Daily Gift: a Gourmet Cheese Subscription from Bklyn Larder,"Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",103,21-12-2014 09:00,8035,1,21,9
Styles,U.S.,,"This Holiday, Don't Hide the Piercings From Grandma","Rather than a one-way transfer of my beliefs to them, my kids, now 19 and 16, are teaching me to see the worldand my in-lawswith new eyes.","Rather than a one-way transfer of my beliefs to them, my kids, now 19 and 16, are teaching me to see the worldand my in-lawswith new eyes.",902,21-12-2014 08:10,8036,1,21,8
Business,Technology,,Distracted Driving and the Risks of Ride-Hailing Services Like Uber,"In an effort to move fast, phone apps like Uber, Lyft and Flywheel may be placing a premium on speed and in the process sacrificing safety.","In an effort to move fast, phone apps like Uber, Lyft and Flywheel may be placing a premium on speed and in the process sacrificing safety.",1163,21-12-2014 07:00,8037,1,21,7
Foreign,,,1914: France Silences Enemy Guns Near Arras,"From the International Herald Tribune archives: After intense German shelling near Arras in 1914, the French fight back.","From the International Herald Tribune archives: After intense German shelling near Arras in 1914, the French fight back.",217,21-12-2014 06:54,8038,1,21,6
Business,Crosswords/Games,,Storied Locale,The return of Bruce Haight.,The return of Bruce Haight.,786,22-12-2014 22:00,8039,2,22,22
Metro,N.Y. / Region,,"Christmas Holiday Closings in New York, New Jersey and Connecticut","Transit schedules, parking rules and various closings that will take effect on Christmas.","Transit schedules, parking rules and various closings that will take effect on Christmas.",173,22-12-2014 21:06,8040,2,22,21
Business,Business Day,Dealbook,Financial Start-Ups Aim to Court the Anti-Finance Crowd,Financial start-ups re trying to reach younger and middle-class Americans by upending the customary fee structure.,Financial start-ups re trying to reach younger and middle-class Americans by upending the customary fee structure.,1348,22-12-2014 20:41,8041,2,22,20
Business,Business Day,Dealbook,Neglected Server Provided Entry for JPMorgan Hackers,The weak spot at JPMorgan appears to have been a fairly simple two-step password system that was neglected.,The weak spot at JPMorgan appears to have been a fairly simple two-step password system that was neglected.,1204,22-12-2014 20:41,8042,2,22,20
OpEd,Opinion,,Joe Cocker Was the Master of the Beatles Cover,Joe Cocker was also the only performer who successfully covered and even improved on The Beatles.,Joe Cocker was also the only performer who successfully covered and even improved on The Beatles.,273,22-12-2014 20:26,8043,2,22,20
OpEd,Opinion,,A Newspaper for Injured Civil War Vets,"December 1864 saw the first issue of The Soldiers Friend, which would exclusively serve disabled and wounded Union veterans.","December 1864 saw the first issue of The Soldiers Friend, which would exclusively serve disabled and wounded Union veterans.",2055,22-12-2014 19:54,8044,2,22,19
,,,Poll Finds Mixed Views on Obama's Handling of Cuba,"While most Americans approve of the decision to restore diplomatic and trade ties with Cuba, attitudes toward President Obamas handling of relations with Cuba are mixed, according to the latest CBS News poll.","While most Americans approve of the decision to restore diplomatic and trade ties with Cuba, attitudes toward President Obamas handling of relations with Cuba are mixed, according to the latest CBS News poll.",238,22-12-2014 19:01,8045,2,22,19
,Opinion,Room For Debate,Why Should Toys Come in Pink and Blue?,Can more inclusive marketing of toys break down gender roles and expand options of what's fun and acceptable for children?,Can more inclusive marketing of toys break down gender roles and expand options of what's fun and acceptable for children?,1833,22-12-2014 18:08,8046,2,22,18
,Multimedia,,"Pictures of the Day  Dec. 22, 2014","Photos from Pakistan, Israel, Spain and Cuba.","Photos from Pakistan, Israel, Spain and Cuba.",13,22-12-2014 18:04,8047,2,22,18
,,,On the Community College Beat: Reporter's Notebook,The reporter Ginia Bellafante provides a look at the story behind the stories that make up her three-part series on community colleges.,The reporter Ginia Bellafante provides a look at the story behind the stories that make up her three-part series on community colleges.,849,22-12-2014 17:48,8048,2,22,17
Culture,Arts,,Directors' Letter Protests Firing of Theater J's Artistic Director,About 60 theater directors have signed a letter protesting the firing of Ari Roth as artistic director of Theater J in Washington.,About 60 theater directors have signed a letter protesting the firing of Ari Roth as artistic director of Theater J in Washington.,333,22-12-2014 17:30,8049,2,22,17
Travel,Travel,,Pint-Size Activities With an Adult Twist  ,Child-friendly activities are getting a slightly grown-up spin at hotels from Chicago to Saint Lucia.,Child-friendly activities are getting a slightly grown-up spin at hotels from Chicago to Saint Lucia.,279,22-12-2014 17:00,8050,2,22,17
Culture,Arts,,"A Big Week, and a Big Year, for The Lion King on Broadway","The long-running Broadway hit cleared the $2 million mark at the box office last week, and is set to be the years top-selling show, ahead of Wicked.","The long-running Broadway hit cleared the $2 million mark at the box office last week, and is set to be the years top-selling show, ahead of Wicked.",355,22-12-2014 16:19,8051,2,22,16
Business,Business Day,Dealbook,Goldman Sells Aluminum Subsidiary,"Goldman Sachs has sold an aluminum warehouse subsidiary that drew criticism to a European private equity firm, Reuben Brothers.","Goldman Sachs has sold an aluminum warehouse subsidiary that drew criticism to a European private equity firm, Reuben Brothers.",188,22-12-2014 16:17,8052,2,22,16
,Opinion,The Public Editor,"Sony Emails, Free Speech  and Trying a Little 'F2F'",A look at some of the questions and the strong opinions that have emerged since the so-called Guardians of Peace made its massive cyberattack on Sony.,A look at some of the questions and the strong opinions that have emerged since the so-called Guardians of Peace made its massive cyberattack on Sony.,1233,22-12-2014 15:39,8053,2,22,15
